;Title, http://www.gcdataconcepts.com, x16-1d, ADXL345
;Version, 1877, Build date, Jan  8 2020,  SN:CCDC4016ECDDBE3
;Start_time, 2022-11-16, 00:19:30.482
;Uptime, 4,sec,  Vbat, 1430, mv, EOL, 1100, mv
;SampleRate, 200,Hz
;Deadband, 0, counts
;DeadbandTimeout, 15.000,sec
;Time, Ax, Ay, Az
3.834320,-940,2197,-2429
3.839175,-459,1881,-1245
3.844029,-570,1233,-1450
3.849029,-595,1814,-2857
3.853884,207,2144,-2027
3.858739,373,1340,-1854
3.863739,41,1162,-2297
3.868594,292,1164,-1702
3.873448,264,569,-2041
3.878448,-168,617,-3236
3.883334,-263,1182,-3061
3.888188,-311,260,-2486
3.893188,-352,-881,-4434
3.898043,-156,-393,-4891
3.902898,69,146,-2677
3.907898,226,-33,-2789
3.912753,335,-343,-3757
3.917607,233,-741,-3323
3.922607,132,-833,-2793
3.927462,55,-625,-3163
3.932317,-9,-1302,-4430
3.937317,23,-1631,-3845
3.942172,-243,-450,-1754
3.947026,-449,-1368,-3014
3.952026,-415,-2536,-4336
3.956881,-486,-1238,-2575
3.961766,-393,-1615,-2677
3.966766,-188,-2109,-3116
3.971621,19,-1556,-2148
3.976476,155,-1902,-2120
3.981476,157,-2091,-1852
3.986331,178,-2120,-1850
3.991185,155,-1507,-1490
3.996185,76,-1443,-306
4.1040,64,-3332,-1557
4.5895,-231,-3164,-2523
4.10895,-693,-1134,0
4.15749,-497,-1920,146
4.20604,-147,-3198,-1749
4.25604,-143,-2693,-390
4.30489,-47,-1643,280
4.35344,19,-1659,344
4.40344,7,-2748,608
4.45199,33,-2172,-490
4.50054,-15,-1538,342
4.55054,-77,-1609,694
4.59908,-81,-1641,128
4.64763,-25,-1791,442
4.69763,-79,-1070,319
4.74618,-279,-1363,1017
4.79473,-242,-1527,1044
4.84473,-238,-884,633
4.89327,-465,-1270,1157
4.94213,-384,-979,894
4.99213,-338,-718,867
4.103699,-388,-825,971
4.108950,-15,-400,676
4.113805,182,-470,753
4.118805,21,-497,714
4.123660,78,-267,967
4.128514,24,-175,1157
4.133514,16,-181,1108
4.138400,278,-67,1223
4.143254,99,239,1014
4.148254,-29,376,678
4.153109,342,71,957
4.157964,273,37,874
4.162964,199,216,321
4.167819,267,394,605
4.172673,-808,1308,-758
4.177673,-795,358,-145
4.182528,99,287,1801
4.187383,-268,2937,-204
4.192383,-58,2478,751
4.197268,-172,1256,1676
4.202123,-570,1778,-570
4.207123,344,1392,226
4.211977,762,1205,667
4.216832,446,1794,-500
4.221832,308,1505,-154
4.226687,48,1089,-395
4.231542,71,1380,-1140
4.236542,278,1462,-518
4.241396,-102,1765,-866
4.246251,-450,2106,-1315
4.251251,-529,1955,-733
4.256106,-661,1901,-1313
4.260961,-567,1892,-1641
4.265961,-293,1867,-1454
4.270815,-13,1674,-1777
4.275670,37,1658,-1995
4.280670,-36,1955,-2116
4.285525,64,1562,-1788
4.290410,-90,990,-1943
4.295410,-443,1458,-3086
4.300265,-204,1508,-2372
4.305120,-108,349,-1763
4.310120,-499,201,-3268
4.314974,-284,1626,-3557
4.319829,285,1412,-2427
4.324829,-42,-1063,-1613
4.329684,-184,944,-6000
4.334539,1026,1412,-10739
4.339539,1215,-3739,-7603
4.344393,2512,-1168,-5468
4.349248,4578,732,-7912
4.354248,2180,-4096,-5914
4.359103,-75,-1393,1130
4.363957,721,2599,2790
4.368957,876,-1991,710
4.373812,-34,-3073,-33
4.378667,-163,-397,-1452
4.383667,-36,1065,949
4.388522,-2791,-399,-2864
4.393376,-3604,-8683,-12185
4.398376,-629,-4995,-5919
4.403262,110,2289,1703
4.408116,-68,-550,246
4.413116,114,-52,3
4.417971,-554,585,-2384
4.422826,-827,-2766,-2514
4.427826,-1061,-3829,-3418
4.432681,-606,-533,-7767
4.437535,958,-1159,-1954
4.442535,-108,-1106,1815
4.447390,-883,764,-561
4.452245,1290,-2934,4283
4.457245,1548,-3480,5122
4.462100,221,-359,358
4.466954,-1104,414,342
4.471954,-2061,-724,908
4.476809,-1461,-2573,155
4.481664,-1131,-2647,-1016
4.486664,-1211,-2175,-3100
4.491519,-906,-1981,-2398
4.496404,-895,-972,-109
4.501404,-884,-763,748
4.506258,-811,-715,635
4.511113,-768,-511,253
4.516113,-791,-602,221
4.520599,-918,-793,396
4.525851,-974,-1131,401
4.530706,-911,-1256,182
4.535706,-733,-1516,117
4.540560,-679,-1529,533
